City,month_depart,minPrice,maxPrice,meanPrice
Sharm El Sheikh,2,262.5,780.12,435.0466666666666
Zaquinto,6,196.18,543.38,436.2266666666667
Montreal,2,424.59,454.19,436.50199999999995
Cairo,7,436.57,436.57,436.57
Ancara,4,437.74,437.74,437.74
Bastia,4,439.46,440.5,439.98
Amã,12,441.13,441.13,441.13
Beirute,8,442.22,443.26,442.70222222222225
Miami,6,441.93,443.05,442.776
Fort Lauderdale,1,442.97,442.97,442.97
Dakar,5,426.47,451.44,445.1975
Fort Lauderdale,2,433.22,498.28,445.8246153846154
Metz,3,445.73,445.92,445.85666666666674
Kos,7,446.84,446.84,446.84
Estrasburgo,8,451.31,451.31,451.31
Cancún,5,451.44,451.44,451.44
Cairo,4,448.82,462.47,452.6225
Friedrichshafen,2,192.51,525.91,453.8959090909091
Tbilisi,2,374.32,522.01,456.0330769230769
Sharm El Sheikh,4,372.64,504.73,456.39363636363635
Fort Lauderdale,3,456.76,456.95,456.912
Nevşehir,6,430.11,545.33,459.57842105263154
Elazığ,2,459.65,460.63,460.196
Cancún,2,433.14,473.5,461.71333333333337
Chania,9,270.31,653.43,461.86999999999995
Sørvágur,3,461.35,462.4,462.1983333333333
Nevşehir,2,462.4,462.59,462.51399999999995
Linz,7,463.32,464.41,463.66818181818184
"Washington, D.C.",2,456.84,490.97,464.36466666666666
Luanda,3,444.97,495.56,466.94
New Windsor,8,414.69,587.42,467.53000000000003
Sharjah,2,432.92,472.49,468.038
Esmirna,4,267.09,519.58,468.35
Roterdão,9,469.62,469.82,469.68666666666667
Rodes,7,469.62,470.65,470.09999999999997
Varna,6,252.74,493.59,471.0290909090909
Espargos,3,440.22,541.54,473.62
Quebec,12,473.61,474.42,474.09125
Aarhus,4,473.61,475.26,474.343
Baltimore,2,467.89,476.36,474.41615384615386
West Palm Beach,2,460.43,486.48,474.85571428571427
Girona,8,464.11,489.13,475.79636363636365
Reus,6,428.63,557.68,476.2826315789474
Salzburgo,1,476.36,476.36,476.36
Dakar,8,478.94,478.94,478.94
"Washington, D.C.",5,478.81,479.86,479.33500000000004
Batumi,3,478.91,480.04,479.5557142857143
Montreal,9,480.04,480.04,480.04
Dakar,7,482.62,482.62,482.62
Cancún,9,483.5,483.5,483.5
Montreal,1,435.62,557.23,484.264
Paleochori,7,484.42,485.56,484.99
Naxos,6,485.34,486.48,486.09999999999997
Dubai,11,489.21,489.21,489.21
Corfú,7,491.89,491.89,491.89
Tbilisi,4,458.79,517.66,492.4128571428572
Reus,8,492.68,493.84,493.02
Turim,6,492.6,493.68,493.32
Ancara,5,495.43,496.49,495.99
Pescara,1,495.36,496.48,496.26666666666665
Cancún,6,443.26,581.91,498.488
Luanda,4,442.05,526.83,498.57
Espargos,9,499.3,499.3,499.3
Espargos,10,497.26,501.08,499.53999999999996
Zaquinto,8,490.91,509.47,502.7183333333333
Espargos,11,502.98,502.98,502.98
Dubai,5,421.11,528.68,503.14375
Esmirna,9,498.18,519.47,505.38166666666666
Sharjah,3,506.44,507.63,506.78999999999996
Hurghada,6,465.16,536.41,507.39000000000004
Pau,2,507.49,507.53,507.51
Amã,4,510.11,510.32,510.21500000000003
Cidade da Praia,6,394.67,525.31,510.4418181818182
Adana,9,511.02,512.23,511.54799999999994
Kiruna,2,512.1,512.14,512.12
Baku,3,513.74,514.86,514.0914285714287
São Francisco,3,513.99,514.87,514.43
Cidade da Praia,11,514.69,514.69,514.69
Dalaman,7,514.91,514.91,514.91
Orlando,10,514.66,515.78,515.0333333333333
New Windsor,3,451.44,841.83,516.6885714285714
Nicósia,7,513.78,532.12,518.48
Kittilä,3,519.47,519.51,519.49
Ronneby,2,355.52,591.31,523.1307142857142
Al Hoceima,8,522.93,524.07,523.2871428571428
Luanda,2,448.82,557.29,524.024
Jidá,2,423.68,751.62,524.7191666666666
Cidade da Praia,10,524.77,524.77,524.77
Baltimore,6,525.68,526.83,526.14
Rio de Janeiro,5,497.47,578.41,526.6275
Dar Es Salaam,4,526.83,526.87,526.85
Tampere,4,526.62,527.86,527.24
Baltimore,3,461.55,601.44,528.185
Samos,8,527.76,529.6,528.58
Hurghada,5,529.6,529.64,529.62
"Washington, D.C.",3,457.87,601.44,529.655
Punta Cana,5,529.7,529.7,529.7
Espargos,5,529.59,530.5,530.0883333333333
Cairo,6,530.56,532.71,531.6657142857142
Dubai,2,420.92,714.54,532.882
Bogotá,6,533.32,534.18,533.6066666666667
Tivat,8,469.01,540.62,533.6463636363637
Houmt Souk,7,497.51,550.47,533.855
Amã,2,511.9,599.6,534.2766666666666
Cidade do Panamá,2,516.7,623.1,534.44
Atlanta,2,535.8,536.94,536.2777777777778
Hurghada,9,506.39,571.04,538.4575
Nimes,2,538.55,539.82,538.7888888888888
Espargos,2,503.03,611.57,539.21
New Windsor,6,539.73,539.77,539.746
Dubai,6,539.82,539.82,539.82
Dakar,4,500.27,566.31,541.455
Orlando,1,541.31,541.54,541.4633333333333
Montreal,7,535.8,558.21,541.91
Hurghada,8,529.6,562.45,546.0250000000001
Banjul,5,548.94,548.98,548.96
Varna,7,549.01,549.01,549.01
Calvi,7,548.87,549.81,549.6033333333334
Metz,2,550.47,551.77,550.7166666666667
Newark,6,485.42,602.4,550.722
Montreal,6,554.37,554.37,554.37
Cidade da Praia,8,554.47,554.47,554.47
Alexandria,2,558.05,559.01,558.7966666666666
Boston,4,500.22,660.14,559.5675
Nicósia,2,562.75,562.8,562.76
Joanesburgo,3,562.4,563.73,562.8944444444445
Beirute,7,562.63,564.6,563.6063636363637
Amã,10,564.24,565.57,564.905
São Pedro,5,544.06,574.76,566.9355555555555
Espargos,6,504.66,642.13,567.9636363636364
"Washington, D.C.",6,568.88,568.88,568.88
São Pedro,2,569.06,570.04,569.55
Joanesburgo,1,516.74,577.39,569.625
São Francisco,10,569.8,570.04,569.848
Saguenay,12,572.49,573.72,573.176
Calamata,8,532.12,659.46,574.5666666666667
Chicago,4,567.96,589.48,575.5466666666667
Los Angeles,4,575.56,575.56,575.56
Rovaniemi,2,575.69,575.69,575.69
Chicago,2,466.97,618.77,577.2018181818182
Cidade do México,3,556.9,615.09,578.4890909090909
Cancún,4,569.98,591.09,580.5350000000001
Santo Domingo,6,583.06,584.0,583.53
São Francisco,5,584.42,584.42,584.42
New Windsor,4,584.5,584.5,584.5
Podgorica,4,586.26,587.51,587.0319999999999
Orlando,2,543.49,693.59,587.832
São Francisco,4,588.09,589.48,588.8842857142857
Chicago,1,590.84,592.23,591.5350000000001
São Francisco,1,592.23,592.27,592.238
Hurghada,4,500.02,734.27,593.954
Esmirna,8,594.07,594.07,594.07
São Paulo,3,546.82,626.26,594.9140000000001
Tampa,2,594.61,595.96,595.29
Salvador,9,599.6,599.64,599.6133333333333
Amã,6,569.2,607.87,600.5550000000001
Manama,1,600.13,601.48,601.0714285714286
Los Angeles,3,601.85,601.85,601.85
San Jose,2,601.85,603.27,602.4345454545454
Cidade do México,1,578.46,645.65,612.0550000000001
Leeds,2,612.86,614.3,613.3236363636363
Chicago,8,617.14,617.14,617.14
Orlando,4,568.32,718.67,618.4366666666666
Atlanta,4,616.17,622.62,619.4742857142857
Punta Cana,4,619.54,620.61,620.3425
Bogotá,5,564.6,650.03,621.1866666666666
Berna,2,624.79,626.12,625.533
Guaiaquil,5,626.62,628.1,627.0927272727273
Los Angeles,2,560.61,705.35,628.3284210526316
Addis Abeba,6,628.2,630.74,629.1120000000001
Chicago,3,629.38,630.86,629.8475
Zanzibar,5,629.99,630.04,630.0066666666667
Cidade do Panamá,3,577.08,650.95,630.9853333333334
Sharm El Sheikh,6,446.54,817.42,631.668
São Paulo,5,580.83,677.36,631.8366666666667
Charlotte,10,632.13,633.62,632.5675
Detroit,2,631.37,636.38,634.2492857142857
Longyearbyen,5,638.55,640.05,639.05
Cidade do México,2,639.47,639.73,639.6
Cidade do México,11,639.73,639.73,639.73
Carachi,1,638.81,641.04,639.9172727272727
São Pedro,3,640.12,640.17,640.1366666666667
Punta Cana,9,639.47,640.97,640.22
Lima,6,641.3,645.57,642.3118181818182
Banjul,4,642.4,643.8,642.8385714285714
Luxor,2,646.81,647.08,646.9449999999999
Singapura,5,647.0,647.27,647.0675
Zaquinto,5,525.03,669.34,647.8228571428572
Cidade do México,5,626.31,672.36,648.9675
São Paulo,4,650.48,650.48,650.48
Abidjã,2,650.48,652.01,650.9300000000001
São Paulo,11,652.01,652.01,652.01
Nashville,2,653.23,654.77,653.7209090909091
São Tomé,5,657.1,657.38,657.1700000000001
Port Louis,6,658.94,660.38,659.4200000000001
Cancún,8,660.57,660.57,660.57
Guadalajara,2,660.57,662.12,661.0250000000001
Roterdão,2,204.16,2940.28,662.2531578947369
São Pedro,4,608.27,839.61,662.4533333333333
Austin,2,662.68,663.82,663.3314285714285
Reus,7,664.88,664.88,664.88
São Paulo,9,664.99,664.99,664.99
Austin,9,665.16,666.72,665.8833333333333
Louisville,2,669.1,670.25,669.9977777777779
Orlando,6,669.64,670.73,670.1071428571429
Cidade do México,10,670.89,670.89,670.89
Filadélfia,1,673.28,673.33,673.3050000000001
Caen,1,673.41,674.85,673.7900000000001
El Paso,8,672.73,674.25,673.9633333333334
Raleigh,2,673.65,675.17,674.8833333333333
San José,2,657.17,776.49,675.2678571428571
Cidade da Guatemala,5,640.39,821.63,677.231
Espargos,7,677.32,677.32,677.32
Vancouver,10,677.32,678.86,678.095
Richmond,1,678.8,678.86,678.8299999999999
Cidade do México,6,677.93,680.68,678.92
Nicósia,8,680.52,680.52,680.52
San Antonio,9,679.84,681.44,680.5822222222223
Baku,4,680.75,682.36,681.5550000000001
Fortaleza,3,683.79,684.97,684.085
St Louis,4,682.84,684.38,684.09
Nicósia,4,684.19,684.19,684.19
Dubai,4,684.33,684.33,684.33
Dortmund,8,684.67,684.67,684.67
Salvador,6,625.43,892.75,684.9714285714286
San Jose,3,684.71,685.88,685.5875
Los Angeles,5,685.59,685.59,685.59
Kingston,5,685.34,686.95,686.145
Aqaba,6,688.94,688.94,688.94
Erevã,6,623.1,794.55,689.9126666666666
Toronto,8,690.21,690.21,690.21
Melbourne,3,675.48,872.29,690.334761904762
Indianápolis,2,690.84,692.95,692.0341666666667
Duala,4,691.76,693.39,692.187
Santo Domingo,9,691.76,693.39,692.575
Nicósia,9,691.76,693.39,692.575
San Sebastián de la Gomera,2,693.54,693.59,693.565
Dallas,3,694.78,696.36,695.576
Cartagena,4,696.15,696.15,696.15
Baton Rouge,2,697.07,697.07,697.07
Melbourne,2,699.39,699.39,699.39
Atlanta,1,564.52,722.82,699.72
Las Vegas,5,700.94,701.23,701.085
Zanzibar,4,610.23,926.97,703.482
Bogotá,2,679.84,730.38,703.4894117647059
Southampton,4,704.89,706.49,706.19
Caiena,5,705.81,707.41,706.62
Luxor,5,705.52,707.19,706.6333333333333
Buffalo,4,706.73,708.28,707.34875
Greenville,2,707.36,709.02,707.8475
Detroit,1,704.61,712.86,707.9133333333333
Houmt Souk,8,686.8,715.91,708.6324999999999
Orlando,3,687.18,716.23,709.0211111111112
Singapura,10,709.2,709.25,709.225
Monterrei,2,677.08,719.14,709.2611111111112
Cidade da Guatemala,2,709.49,710.71,710.0128571428571
Houston,4,710.11,711.78,710.8855555555556
Lafayette,2,711.78,711.78,711.78
São Tomé,4,711.78,711.78,711.7800000000001
Cleveland,1,711.03,712.7,711.865
Jidá,8,711.32,714.72,712.9333333333334
São Tomé,9,711.96,716.62,715.0500000000001
Lima,4,715.0,716.62,716.3166666666667
Denver,2,717.45,719.14,718.186
Dakar,2,668.13,858.0,718.6336363636364
Aqaba,5,719.33,719.38,719.3425
Nairobi,4,720.25,720.31,720.28
Ontário,11,720.52,720.82,720.6700000000001
Nassau,2,722.96,724.66,723.635
Rio de Janeiro,3,629.53,914.1,725.8581818181818
Catumbela,1,727.54,730.38,728.728
Jackson,3,728.46,730.18,728.965
Vancouver,4,724.66,731.09,729.4825000000001
Entebbe,5,730.18,730.18,730.18
São Francisco,6,730.6,730.6,730.6
Ontário,9,723.01,735.19,731.14
San Antonio,5,731.54,733.2,732.8833333333333
Raleigh,3,733.05,734.77,733.798
Doha,3,732.46,734.12,733.8100000000001
Doha,12,733.05,734.61,733.9536363636363
Tivat,6,734.39,736.17,735.5766666666667
Seul,12,737.63,737.63,737.63
Incheon,12,737.63,737.63,737.63
San Luis Potosí,2,739.47,741.21,740.2777777777778
Ivalo,2,740.51,740.57,740.54
Culiacán,9,740.74,742.41,742.0983333333334
Salvador,5,742.22,743.97,742.9200000000001
Freetown,5,737.94,745.81,743.2106666666666
Cidade do México,4,743.45,744.73,744.3033333333333
São Tomé,2,743.14,772.48,746.0858333333334
Nairobi,1,746.25,746.57,746.4633333333335
Salt Lake City,2,704.43,770.04,748.1533333333333
Malé,1,734.3,772.48,749.53
Recife,11,742.36,758.68,750.52
Nairobi,2,700.02,1100.78,753.5988235294118
Punta Cana,10,715.92,777.5,756.3984615384616
Wichita,3,748.64,785.35,758.7706666666667
São Pedro,1,759.12,759.12,759.12
Joanesburgo,2,751.76,789.95,761.72
Banguecoque,5,681.0,796.76,762.1977777777778
Saint-Denis,9,762.62,762.68,762.65
Guadalajara,5,762.79,764.46,763.4575
São Tomé,10,764.63,766.3,765.7433333333333
Seattle,6,765.55,767.22,766.385
Fort Lauderdale,6,766.36,767.6,766.8914285714285
Port Louis,5,766.99,768.63,767.93
Fortaleza,4,653.5,860.25,768.09375
Nova Deli,2,640.39,1405.2,769.05375
Tashkent,2,768.31,770.04,769.7183333333332
Guaiaquil,3,768.31,770.04,769.7183333333332
Cali,5,773.42,775.24,774.2644444444445
Fort Lauderdale,4,774.59,774.59,774.59
Abha,4,776.58,778.33,778.005
Salt Lake City,6,779.26,780.52,779.68
Puerto Vallarta,5,778.41,784.43,781.8231999999999
Saint-Denis,3,784.42,786.27,785.074
Punta Cana,6,630.04,853.62,785.3779999999999
Syracuse,4,784.85,786.56,785.5325
Portland,1,784.85,786.56,785.6466666666666
Incheon,11,785.77,785.77,785.77
Seul,11,785.77,785.77,785.77
Vasco da Gama,2,781.04,795.29,790.6125
Arusha,2,790.36,792.09,791.05125
Pula,2,791.79,791.79,791.79
Banguecoque,10,793.6,793.93,793.71
San Jose,1,793.12,794.91,794.5716666666667
Tóquio,9,796.8,797.13,796.8824999999999
Bozeman,9,798.19,800.07,799.008
Malé,6,748.86,985.75,800.5077777777777
Rabil,2,800.02,801.9,800.7199999999999
Uberlândia,5,800.02,801.73,800.9266666666667
Zanzibar,6,800.44,803.68,801.608
Cidade do Cabo,2,802.28,802.28,802.28
Cidade de Ho Chi Minh,4,803.14,803.2,803.1700000000001
Veracruz,3,802.77,804.66,803.3275
Zanzibar,3,805.58,805.58,805.58
Luxor,8,806.9,808.67,807.6075
Cidade do Cabo,7,808.28,810.01,809.28
Libreville,2,808.74,810.57,809.6659999999999
Maringá,4,810.18,810.18,810.18
Cartagena,9,808.74,810.57,810.225
Seattle,2,711.95,1103.48,810.4225
Singapura,8,810.58,810.58,810.58
Missoula,9,810.11,814.78,811.77
Cochin,6,811.95,813.86,812.6516666666666
Belo Horizonte,6,812.81,814.78,814.1233333333333
Parikia,5,816.09,817.88,816.9244444444444
Manama,2,606.44,877.12,818.6014285714285
Burgas,7,819.38,819.38,819.38
Oranjestad,5,818.85,820.64,819.4114285714286
Hong Kong,5,803.23,888.8,821.4
Ontário,2,793.46,829.49,822.5099999999999
Belém,2,810.58,854.32,823.2028571428572
Singapura,3,653.23,1049.98,823.5242857142857
Quebec,6,823.88,825.81,824.7755555555555
Manila,6,825.13,826.55,826.2366666666667
Phuket,10,826.63,828.57,827.9233333333333
Hurghada,7,828.57,828.57,828.57
Banguecoque,9,831.21,831.21,831.21
Dar Es Salaam,3,830.64,832.07,831.7555555555556
Manágua,2,833.56,835.44,834.5110000000001
Querétaro,1,833.56,835.44,835.0866666666667
Wausau,5,838.14,838.21,838.175
Natal,3,751.71,928.81,840.655
Joanesburgo,4,841.83,841.83,841.83
Ontário,3,842.22,842.22,842.22
Lampang,5,840.91,842.81,842.4533333333334
Ontário,5,844.58,844.58,844.58
Banguecoque,6,843.25,845.3,844.6166666666667
Jacarta,4,844.65,844.65,844.65
Porto Seguro,3,707.65,959.87,845.267619047619
Punta Cana,2,755.76,935.8,845.78
Katmandu,2,846.81,847.16,846.9266666666666
Rio de Janeiro,10,848.08,848.08,848.08
Recife,5,848.08,848.08,848.08
Reno,2,849.19,849.26,849.225
Lérida,4,849.18,851.04,849.7628571428571
Rio de Janeiro,4,813.2,862.15,849.8825
Bol,9,851.56,851.56,851.56
Abu Dhabi,4,838.55,931.17,852.1242857142857
Honolulu,10,851.94,853.86,852.912
Recife,12,862.41,862.41,862.41
Denpasar,11,862.05,863.93,863.3033333333333
Malé,3,800.02,876.2,863.4416666666667
Amritsar,4,867.62,867.68,867.65
Porto Seguro,9,870.38,870.44,870.4100000000001
Daytona Beach,3,869.4,871.37,870.9949999999999
Banguecoque,3,799.15,955.48,871.75
Montego Bay,2,871.24,873.14,871.99875
Porto Alegre,3,871.94,873.44,872.69
Macapá,4,873.42,875.47,874.5914285714287
Hyderabad,4,875.25,877.31,875.855
Pequim,3,876.83,876.83,876.83
Quito,2,877.75,877.81,877.762
Mazatlán,9,877.67,879.59,878.43625
Phuket,1,878.59,878.96,878.7750000000001
Taipé,2,801.3,923.09,879.3735714285714
Nova Deli,8,880.43,882.35,880.8077777777777
Cidade do Cabo,4,880.43,882.35,881.71
Cali,2,882.04,885.11,883.4109999999998
São Paulo,2,884.79,884.79,884.79
Curitiba,4,884.1,886.04,884.876
Nassau,9,885.71,885.71,885.71
Santo Domingo,2,853.22,902.23,885.8933333333334
Buenos Aires,3,823.06,918.27,886.5333333333333
Victoria,9,886.96,887.02,886.975
Addis Abeba,2,631.21,1235.69,886.9921739130434
Maputo,6,886.04,889.69,887.1733333333333
Palmas,2,888.35,888.35,888.35
Malé,9,890.19,890.19,890.19
Xangai,3,890.85,892.95,891.4675
Rio de Janeiro,6,808.73,981.25,894.9655555555556
Recife,3,863.33,909.98,895.4857142857143
Fort-de-France,4,895.44,897.54,896.2158333333333
Buenos Aires,10,897.64,897.64,897.64
Santa Barbara,2,896.97,899.0,898.6149999999999
Manila,5,898.19,900.3,899.3957142857143
Brasília,3,845.5,990.42,901.9371428571429
David,2,901.86,903.79,903.0116666666667
São Salvador,5,640.65,929.53,904.7916666666666
Goiânia,2,906.45,908.58,907.3254545454546
Denpasar,10,870.88,928.85,909.2885714285713
Seul,3,797.31,1047.44,909.4971428571429
Incheon,3,797.31,1047.44,909.4971428571429
Rimini,2,908.92,910.9,909.8422222222222
Buenos Aires,11,900.11,953.03,910.6940000000001
Boston,2,404.34,2372.6,914.6346153846154
Belo Horizonte,3,899.38,938.03,914.8399999999999
Hanói,9,916.27,918.34,917.316
San Luis Potosí,8,919.94,922.03,921.6350000000001
Belo Horizonte,4,898.01,945.9,921.9725
Xangai,4,924.21,924.21,924.21
Maputo,2,813.34,1000.54,924.5445
Chiang Mai,5,925.71,925.71,925.71
Santiago,8,926.1,926.1,926.1
Bissau,3,926.63,928.81,927.041111111111
Rabil,8,927.48,927.55,927.5033333333334
Recife,7,927.89,927.89,927.89
Malé,2,929.32,929.39,929.355
Kinshasa,2,930.65,930.65,930.65
Denpasar,5,930.97,930.97,930.97
Simpson Bay,11,933.44,935.04,934.688888888889
Maceió,3,836.67,1083.96,935.586
Pafos,4,836.15,1136.64,936.3133333333334
Brasília,5,878.59,979.98,937.2057142857144
Poitiers,2,937.64,939.85,938.3766666666667
Phuket,9,944.98,945.05,945.015
Islamabad,2,944.76,946.9,946.4900000000001
Phuket,5,946.6,948.67,947.4280000000001
Denpasar,9,874.98,1050.06,948.0799999999999
Punta Cana,1,948.67,948.74,948.7049999999999
Singapura,2,948.65,950.67,949.5537499999999
Windsor,1,950.48,952.72,951.6
Goiânia,6,914.16,1146.69,951.6966666666667
Campo Grande,3,951.19,953.34,952.935
Phuket,6,954.19,954.19,954.19
Manila,2,898.93,983.67,955.4233333333333
Florianópolis,4,953.95,956.03,955.51
Zanzibar,7,959.14,959.14,959.14
Letícia,2,958.22,961.56,959.8781818181818
Banguecoque,1,711.63,1084.88,960.4633333333335
Fortaleza,2,837.77,1098.94,960.8166666666666
Vail,7,953.24,968.14,964.6473333333334
Incheon,2,854.5,1045.45,965.3092307692308
Seul,2,854.5,1045.45,965.3092307692308
Lima,2,965.9,966.3,966.1285714285714
Katmandu,3,966.52,966.52,966.52
Houston,8,965.9,968.08,967.6700000000001
Rabil,1,969.98,969.98,969.98
Kralendijk,9,968.83,970.9,969.984
Kuala Lumpur,8,970.49,970.49,970.49
Santiago,3,877.31,1070.43,973.87
Manila,1,977.09,977.49,977.3566666666667
Victoria,6,958.22,1145.77,978.131
Recife,4,893.67,1038.94,978.6980000000001
Las Vegas,6,978.01,980.31,978.7766666666666
Montevidéu,4,977.49,979.18,978.8283333333333
Pequim,4,979.84,982.15,980.8459999999999
Santo Domingo,8,981.52,981.93,981.6566666666666
Cidade de Ho Chi Minh,3,980.25,983.67,981.7719999999999
Multan,2,981.82,981.9,981.86
