City,month_depart,minPrice,maxPrice,meanPrice
Ilha do Pico,4,120.47,120.47,120.46999999999998
Oslo,2,86.58,161.54,120.63714285714286
Bratislava,3,83.69,135.84,120.91142857142857
Olbia,3,121.11,121.39,121.25
Rennes,3,121.11,121.39,121.25
Belfast,3,114.04,122.29,121.55692307692308
Palermo,5,116.98,132.17,122.04333333333334
Kosice,2,122.08,122.08,122.08
Almeria,6,105.69,142.54,122.18625
Rennes,5,99.48,140.93,122.24000000000001
Tirana,2,101.84,168.26,122.31700000000001
Estocolmo,2,106.61,137.03,122.89727272727272
Mahón,8,103.68,181.13,122.94000000000001
Amesterdão,2,115.13,125.75,123.064
Praga,5,123.15,123.15,123.15
Veneza,4,123.15,123.15,123.15
Edimburgo,5,122.03,125.27,123.928
Bremen,3,113.82,161.54,124.52444444444444
Nuremberga,2,120.19,127.8,124.87461538461538
Palermo,4,114.69,135.19,124.94
Tours,4,67.09,217.37,125.11000000000001
Plovdiv,3,119.48,128.03,125.2025
Praga,6,125.27,125.78,125.45599999999999
Salónica,5,125.7,125.99,125.79666666666667
Bristol,1,125.91,126.19,125.96499999999999
Liverpool,6,99.13,189.6,126.31500000000001
Rennes,2,126.83,126.83,126.83
Almeria,1,126.83,126.88,126.87
Lille,3,93.03,158.08,126.90384615384616
Quichinau,3,127.53,127.83,127.6175
Cluj,2,62.5,227.52,127.78999999999999
Jerez de la Frontera,2,118.61,132.4,127.80333333333334
Málaga,2,111.25,141.84,127.81
Berlim,4,127.83,127.83,127.83
Trapani,7,128.03,128.03,128.03
Horta,3,123.86,133.26,128.29142857142855
Santander,6,125.75,134.11,128.61111111111111
Praga,4,128.67,128.67,128.67
Amesterdão,4,129.37,129.67,129.47
Granada,7,129.59,129.64,129.615
Bari,7,129.67,129.67,129.67
Gotemburgo,3,72.65,144.38,129.842
Bolonha,9,129.87,129.87,129.87
Kaunas,2,123.15,142.78,130.24666666666667
Memmingen,8,130.51,130.51,130.51
Dortmund,2,84.75,147.78,130.7357142857143
Horta,2,118.82,144.38,130.874
Viena,6,130.8,131.33,130.99
Amesterdão,3,120.24,154.14,131.455
Munique,4,112.85,159.06,131.661
Granada,6,131.72,131.72,131.72
São Sebastião,3,106.84,146.19,131.826
Cork,4,132.12,132.43,132.17666666666665
Dortmund,4,132.17,132.4,132.35399999999998
Atenas,10,132.43,132.43,132.43
Astúrias,6,132.34,132.63,132.51399999999998
Clermont-Ferrand,6,132.64,133.18,132.92000000000002
Oslo,8,133.04,133.04,133.04
Belfast,4,133.04,133.04,133.04
Colónia,1,133.04,133.35,133.21714285714285
Amesterdão,6,129.17,137.47,133.294
Granada,3,116.52,167.9,133.66333333333333
Ilha do Pico,3,123.86,136.33,133.82999999999998
Ilha do Pico,10,133.95,133.95,133.95
Leipzig,3,133.95,134.27,134.01333333333332
Olbia,6,134.24,134.24,134.24
Florença,5,121.58,154.2,134.618
Arrecife,6,134.49,135.03,134.7642857142857
Basileia,4,104.84,155.12,134.98000000000002
Kosice,3,130.28,145.3,135.32111111111112
Velas,10,136.71,136.76,136.72666666666666
Cracóvia,2,85.66,163.66,136.77142857142857
Horta,6,98.21,195.88,136.885
Catânia,9,136.94,136.94,136.94
Santa Cruz das Flores,6,133.09,140.0,136.98333333333335
Santa Cruz da Graciosa,3,137.24,137.25,137.24200000000002
Basileia,9,137.62,137.68,137.64000000000001
Munique,12,137.62,137.68,137.65
Girona,6,137.62,137.95,137.74333333333334
Dublin,2,58.86,423.03,137.784
Dusseldorf,5,137.62,137.95,137.785
Florença,3,130.34,153.58,138.07285714285715
Katovice,3,77.07,277.67,138.7
Varsóvia,5,135.79,143.69,139.74
Eindhoven,1,140.0,140.0,140.0
Trapani,1,140.0,140.01,140.005
Casablanca,9,140.43,140.43,140.43
Craiova,3,140.71,140.71,140.71
Hamburgo,6,135.41,162.46,141.385
Vigo,1,141.35,141.59,141.542
Cracóvia,1,141.59,141.59,141.59
Santander,1,141.53,141.84,141.685
Helsínquia,2,121.11,180.54,141.783
Edimburgo,4,89.0,204.11,141.79999999999998
Manchester,6,141.85,142.43,142.14714285714288
Túnis,10,142.45,142.51,142.495
Algueiro,7,93.03,198.6,142.5276923076923
Trapani,4,142.54,142.54,142.54
Puerto del Rosario,9,142.45,142.76,142.605
Telavive,2,107.53,215.61,142.642
Porto Santo,6,80.88,231.58,142.80923076923077
Luqa,4,132.34,150.47,143.20333333333335
Santiago de Compostela,6,134.49,188.16,143.595
Estrasburgo,5,109.18,213.22,143.86
Salzburgo,4,144.04,144.38,144.244
Poznań,1,144.61,144.62,144.61333333333334
Badajoz,10,144.96,145.3,145.02444444444444
Ajácio,3,132.43,156.59,145.2775
Cagliari,9,145.54,145.54,145.54
Nantes,6,64.48,227.0,145.74
Almeria,8,145.88,146.13,146.005
Almeria,7,123.86,155.12,146.1757142857143
Santa Cruz das Flores,3,146.22,146.22,146.22
Knock,2,146.45,146.46,146.45499999999998
Memmingen,2,114.69,188.82,146.81181818181815
Hamburgo,5,146.46,147.37,146.91500000000002
Dusseldorf,3,147.05,147.05,147.05
La Corunha,1,146.86,147.11,147.06
Viena,1,147.11,147.11,147.11
Varsóvia,4,147.14,147.14,147.14
Memmingen,7,147.14,147.14,147.14
Ilha do Pico,2,127.75,208.35,147.205
Bastia,5,147.05,147.37,147.29000000000002
Valladolid,3,147.05,147.38,147.31833333333336
Velas,3,137.24,152.63,147.5
Copenhaga,4,148.03,148.03,148.03
Luqa,6,134.18,152.6,148.22181818181818
Pisa,2,110.53,230.28,148.32999999999998
Lourdes,2,148.89,149.22,149.15833333333333
Jerez de la Frontera,6,149.22,149.83,149.53142857142856
Munique,8,149.81,149.81,149.81
Dubrovnik,10,149.81,149.87,149.85
Santiago de Compostela,3,78.12,223.33,150.72500000000002
Santa Cruz das Flores,4,150.79,150.79,150.79
Horta,5,125.75,171.05,150.796
Dusseldorf,8,151.38,151.99,151.71
Lárnaca,3,141.62,154.47,151.792
São Sebastião,2,152.3,152.36,152.33
Vila do Porto,5,127.83,160.63,152.395
São Sebastião,4,143.37,207.24,152.52307692307693
Cracóvia,10,152.56,152.56,152.56
Rovaniemi,3,152.56,152.9,152.7188888888889
Châlons-en-Champagne,8,135.84,180.25,152.8775
Astúrias,4,152.9,152.91,152.905
Munique,9,153.28,153.28,153.28
Tânger,6,153.22,153.58,153.34
Maastricht,2,58.03,177.49,153.43
Pamplona,3,154.14,154.47,154.29375
Pafos,2,142.45,166.45,154.45
Leeds,1,154.4,154.75,154.685
Castellón de la Plana,8,90.83,187.91,155.50777777777776
Billund,6,155.67,156.3,155.99285714285716
Maastricht,8,156.04,156.3,156.17777777777778
Tours,1,156.58,156.59,156.585
Munique,1,125.27,188.4,156.835
Perpinhã,3,156.95,156.95,156.95
Melilla,5,156.89,157.22,157.05714285714285
Algueiro,6,128.04,433.78,157.3490909090909
Granada,8,155.42,165.79,158.0125
Reiquiavique,5,158.08,158.08,158.08
Trapani,6,158.08,158.14,158.1
Stavanger,3,158.08,158.42,158.23777777777775
Heraclião,3,158.42,158.42,158.42
Zagreb,5,135.79,275.83,158.58749999999998
Arrecife,5,109.18,354.14,158.69
Santa Cruz de Tenerife,6,126.2,191.44,158.702
Ilha do Pico,5,128.72,175.61,158.755
Cardiff,2,158.72,159.1,158.886
Túnis,4,98.34,231.6,158.972
Tânger,10,159.1,159.1,159.1
Cluj,4,137.62,234.97,159.34
Hamburgo,4,141.29,196.34,159.64
Kaunas,5,159.64,160.02,159.82999999999998
Trieste,10,159.64,159.98,159.831
Brive-la-Gaillarde,10,159.91,160.26,160.02666666666667
Casablanca,5,158.72,162.74,160.39000000000001
Glasgow,6,160.28,160.93,160.51399999999998
Ilha do Pico,6,160.28,160.93,160.6142857142857
Corfú,9,160.63,160.63,160.63
Estugarda,7,161.19,161.19,161.19
Pristina,5,161.48,161.86,161.60666666666665
Porto Santo,5,161.86,161.86,161.86
Casablanca,3,151.97,166.71,162.39857142857142
Melilla,8,162.39,162.46,162.41333333333333
Tallin,2,140.37,217.44,162.4157142857143
Vilnius,5,163.31,163.7,163.505
Granada,2,125.27,217.37,163.65
Zadar,4,164.51,164.51,164.51
Oslo,3,82.58,253.82,164.65666666666664
Bucareste,2,96.5,202.19,164.73
Glasgow,4,151.38,251.39,165.87285714285716
Heraclião,9,164.58,169.8,166.32000000000002
Las Palmas,4,166.35,166.35,166.35
Colónia,4,138.78,219.21,167.19666666666666
Budapeste,5,167.27,167.27,167.27
Tirana,5,163.03,179.33,168.46666666666667
Lyon,1,168.55,168.55,168.55
Granada,4,168.89,169.18,169.035
Brest,2,100.22,221.63,169.04250000000002
Turim,2,167.63,172.25,169.17
Brindisi,8,169.1,169.47,169.17499999999998
Amesterdão,5,169.21,169.21,169.21
Zagreb,6,167.37,170.17,169.53
La Corunha,2,169.73,170.13,169.8475
Ilha do Pico,9,169.8,170.1,169.875
Estugarda,3,170.02,170.02,170.02
Dusseldorf,10,170.13,170.13,170.13
Nimes,5,55.27,196.18,170.28363636363636
Florença,4,170.02,170.65,170.335
Brest,3,141.29,191.24,170.7133333333333
Constantine,2,170.65,171.05,170.7675
Santa Cruz das Flores,5,167.34,172.56,170.79666666666665
Brest,5,171.05,171.05,171.05
Atenas,6,157.51,218.26,171.27545454545455
Turim,1,145.27,207.7,172.0257142857143
Split,6,145.77,214.78,172.03875
Salónica,3,134.48,176.53,172.267
Dusseldorf,6,172.25,172.95,172.502
Belfast,2,133.26,182.37,172.548
Perpinhã,4,172.49,172.89,172.664
Olbia,2,172.56,172.85,172.75333333333333
Catânia,6,173.4,173.47,173.42333333333332
Lille,4,77.25,202.32,173.43875
Istambul,3,142.21,250.9,173.51214285714286
Jerez de la Frontera,7,173.7,173.77,173.72333333333333
Éilat,2,173.7,174.09,174.01833333333335
Glasgow,2,121.58,464.2,174.21
Santa Cruz da Graciosa,6,175.01,175.72,175.268
Velas,5,175.24,175.61,175.3757142857143
Santa Cruz da Graciosa,5,175.24,175.61,175.3757142857143
Zadar,7,169.1,185.33,175.4488888888889
Lárnaca,2,131.42,198.04,176.132
Budapeste,6,175.94,176.65,176.19400000000002
Quichinau,2,176.46,176.86,176.65900000000002
Estugarda,4,137.86,245.49,177.70454545454547
Reiquiavique,3,147.37,222.5,177.86777777777777
Rennes,4,162.67,185.41,177.89
Istambul,5,145.02,189.08,178.04500000000002
Florença,6,173.81,184.97,178.05769230769232
Colónia,2,86.28,534.18,178.51125
Algueiro,4,178.68,178.68,178.68
Verona,4,178.68,178.68,178.68
Sófia,6,164.23,187.91,178.78
Edimburgo,10,179.21,179.21,179.21
Kaunas,1,179.21,179.61,179.4766666666667
Nimes,7,179.61,179.61,179.61
Poznań,2,179.9,180.53,180.2109090909091
Lárnaca,4,138.87,318.49,180.3166666666667
Jerez de la Frontera,1,180.13,180.53,180.45
Shannon,2,180.74,181.13,180.96727272727273
Frankfurt,6,125.48,285.55,181.205
Estocolmo,6,154.08,208.51,181.233
Quichinau,6,181.46,182.2,181.84285714285713
Zagreb,4,181.97,181.97,181.97
Oslo,4,181.97,181.97,181.97
Arrecife,4,125.96,436.57,182.19
Pamplona,2,176.53,183.29,182.245
Belgrado,2,158.72,199.52,182.35166666666666
Riade,1,182.37,182.38,182.372
Escópia,2,182.65,182.97,182.778
Vila do Porto,2,182.89,182.97,182.95
Aberdeen,2,182.65,183.3,183.03928571428568
Santander,4,140.92,198.64,183.4523076923077
Split,8,176.46,203.11,183.46777777777777
Lampedusa,4,183.49,183.93,183.62
Vilnius,3,76.33,290.96,183.64499999999998
Houmt Souk,10,183.81,184.21,184.01
Heraclião,6,130.8,276.27,184.02526315789473
Shannon,5,183.81,184.23,184.14666666666668
Breslavia,4,184.23,184.23,184.23
Granadilla de Abona,6,177.78,191.44,184.5
Podgorica,5,184.41,184.85,184.55666666666664
Split,7,176.16,208.27,184.6125
Bastia,8,184.49,184.81,184.74
Sófia,8,175.31,188.48,185.1475
Verona,2,185.15,185.15,185.15
Bristol,7,186.25,186.32,186.285
Cluj,5,186.69,186.69,186.69
Almeria,4,186.69,186.69,186.69
Vilnius,1,186.97,186.97,186.97
Argel,2,155.05,219.23,187.1875
Dublin,6,112.38,364.39,187.949
Dubrovnik,8,188.16,188.16,188.16
Forlì,3,188.4,188.82,188.53142857142856
Figari,6,177.14,286.0,189.35727272727271
Gdansk,9,190.0,190.66,190.29000000000002
Pafos,6,190.06,190.52,190.36666666666667
Oslo,1,127.53,211.47,190.485
Míconos,5,191.16,191.16,191.16
Bergen,2,179.61,204.16,191.76500000000001
Atenas,9,151.64,232.1,191.87
Túnis,6,181.46,197.68,192.35076923076923
Tirana,9,185.65,206.43,192.57666666666668
Escópia,3,193.0,193.08,193.02666666666667
Pisa,8,193.42,193.42,193.42
Palanga,2,193.59,194.0,193.80777777777777
Reiquiavique,1,194.5,194.5,194.5
Bratislava,4,114.04,224.34,194.821875
Colónia,5,194.84,194.84,194.84
Casablanca,7,195.42,195.5,195.468
Melilla,2,195.88,195.88,195.88
Perpinhã,2,196.76,196.76,196.76
Limoges,1,176.16,309.71,196.8876923076923
Figari,5,190.24,210.0,197.07857142857142
Bolonha,6,86.28,371.21,197.26230769230767
Oran,2,197.26,197.72,197.39499999999998
Eindhoven,6,197.12,197.92,197.53142857142856
Ajácio,6,198.26,198.26,198.26
Liverpool,1,198.6,198.6,198.6
Santa Cruz das Flores,2,177.45,222.89,198.95000000000002
Liubliana,5,199.87,199.88,199.87333333333333
Istambul,2,194.92,208.76,200.456
Istambul,10,200.8,200.8,200.8
Thera,6,164.51,300.14,200.87066666666666
Poitiers,6,200.93,201.01,200.98333333333335
Turim,4,200.93,201.4,201.01777777777778
Monastir,3,201.4,201.4,201.4
Gotemburgo,4,190.0,317.76,201.87818181818182
Montpellier,8,201.84,202.32,202.0
Edimburgo,6,150.53,259.25,202.31454545454545
Bergen,3,178.91,236.29,202.83333333333334
Velas,2,151.74,437.74,202.917
Figari,7,202.85,203.19,203.105
Rzeszów,2,203.76,204.11,204.03555555555556
Casablanca,2,204.16,204.16,204.16
Salzburgo,12,204.16,204.16,204.16
Santa Cruz de la Palma,5,204.6,204.68,204.62666666666667
Belgrado,5,204.6,205.08,204.76
Dubrovnik,2,205.39,205.39,205.39
Amã,3,157.5,294.63,205.45749999999998
Míconos,7,190.83,249.6,205.586
Lille,1,205.6,205.6,205.6
Graz,5,206.43,206.92,206.575
Verona,11,207.43,207.79,207.54999999999998
Târgu Mureş,4,207.35,207.84,207.56199999999998
Zadar,6,208.27,208.76,208.564
Fes,4,209.54,210.0,209.655
Arrecife,7,209.54,210.0,209.6933333333333
Salónica,2,169.47,250.14,209.81
Bergerac,4,210.1,210.6,210.35
Cardiff,3,129.42,230.78,210.468
Santa Cruz de la Palma,2,133.35,230.68,210.66
Dalaman,4,207.7,233.59,211.0625
Zagreb,8,211.11,211.11,211.11
Hanover,2,190.36,219.65,211.261875
Belfast,9,211.02,211.52,211.27
Puerto del Rosario,6,166.07,257.41,211.652
Liège,2,212.3,212.78,212.68666666666664
Vila do Porto,4,212.3,212.78,212.68666666666664
Dubrovnik,7,200.93,242.78,212.69400000000002
Helsínquia,9,213.35,213.35,213.35
Southampton,2,213.35,213.35,213.35
Girona,7,213.35,213.35,213.35
Catânia,7,175.54,231.75,213.8025
Salónica,1,214.27,214.27,214.27
Belgrado,4,214.14,214.6,214.28428571428572
Míconos,9,214.6,214.62,214.60666666666665
Telavive,3,215.61,216.11,215.77666666666667
Samsun,3,215.61,216.11,215.8957142857143
Corfú,8,179.61,230.28,216.2225
Catânia,8,217.38,217.38,217.38
Chania,5,217.44,217.53,217.494
Cracóvia,5,217.95,217.95,217.95
Ilha do Pico,8,218.82,218.82,218.82
Tirana,6,158.14,261.73,218.94692307692307
Kosice,6,218.73,219.21,218.95333333333332
Houmt Souk,6,189.08,250.63,219.51625
Vitória,4,219.37,219.74,219.6588888888889
Timişoara,2,211.11,243.18,220.5007142857143
Hamburgo,8,221.97,221.97,221.97
Thera,9,223.04,223.04,223.04
Varna,2,222.95,223.42,223.212
Vila do Porto,8,223.86,224.34,223.99
Breslavia,6,224.19,224.74,224.5566666666667
Kos,6,214.69,231.7,224.73499999999999
Reiquiavique,4,224.87,224.87,224.87
Génova,8,224.78,225.31,225.02555555555557
Lourdes,4,224.78,225.26,225.03333333333333
Nador,2,224.87,225.66,225.26090909090908
Santa Cruz das Flores,7,225.66,225.67,225.665
Oslo,5,226.23,226.23,226.23
Horta,4,226.23,226.23,226.23
Montpellier,2,165.43,329.15,227.07600000000002
Olbia,7,129.67,479.73,227.4325
Lamezia Terme,4,226.62,228.42,227.615
Velas,6,175.3,306.73,227.956
Condado de Derry,3,228.99,228.99,228.99
Rzeszów,3,229.37,229.91,229.5909090909091
Gdansk,2,84.61,302.13,229.60833333333335
Míconos,4,171.86,480.65,229.8014285714286
Lárnaca,6,203.11,234.91,230.53125
Suceava,2,230.68,231.18,230.88
Abu Dhabi,3,231.2,231.2,231.2
Míconos,8,232.22,232.22,232.22
Monastir,2,233.04,245.38,234.3575
Sófia,1,234.36,234.36,234.36
Mahón,7,130.59,458.79,234.6975
Vilnius,4,158.43,273.87,235.39000000000001
Arrecife,8,235.43,235.43,235.43
Insbruque,6,235.27,235.84,235.65
Istambul,6,224.75,257.91,235.80333333333337
Liubliana,3,236.19,236.19,236.19
Salónica,7,236.71,236.71,236.71
Las Palmas,7,236.71,236.71,236.71
Santa Cruz da Graciosa,4,217.91,246.3,236.83666666666667
Trieste,4,237.11,237.63,237.24
Szymany,2,237.62,238.18,237.785
Sibiu,4,229.37,279.03,237.84166666666667
Montpellier,7,235.79,240.41,238.1
Santa Cruz da Graciosa,7,238.54,239.1,238.78400000000002
Velas,7,239.1,239.1,239.1
Catânia,4,107.77,418.34,239.81375
Insbruque,2,163.95,584.88,240.004
Lampedusa,7,239.87,240.39,240.0775
Craiova,6,239.87,240.39,240.1122222222222
Gotemburgo,5,240.38,240.94,240.66
Ajácio,4,240.89,240.89,240.89
Escíato,9,242.21,242.78,242.495
Cagliari,10,243.16,243.16,243.16
Cagliari,6,136.33,350.52,243.28333333333333
Helsínquia,6,242.31,245.92,243.41777777777776
Florença,8,202.63,295.66,244.09750000000003
Liubliana,10,244.46,244.57,244.548
Münster,3,244.96,245.54,245.1775
Cardiff,1,245.92,245.94,245.92399999999998
Zagreb,2,140.67,404.63,246.254
Leipzig,4,191.83,301.64,246.735
Bastia,2,246.84,246.86,246.85000000000002
Bastia,7,211.52,266.18,247.92333333333332
Tetuão,2,248.68,248.7,248.69
Míconos,6,166.99,329.76,248.73000000000002
Argostoli,8,248.63,249.22,248.82666666666668
Nantes,4,109.18,299.8,248.95
Bratislava,2,249.06,249.06,249.06
Corvera,4,249.22,249.22,249.22
Palermo,6,131.72,474.42,249.30416666666667
Dubrovnik,9,183.01,289.21,250.48599999999996
Dresden,3,251.82,252.39,252.28166666666667
Biarritz,4,252.3,252.9,252.41555555555558
Escópia,11,253.29,253.29,253.29
Linz,2,159.34,316.28,253.452
Sharm El Sheikh,3,244.05,265.26,253.87818181818182
Pafos,3,87.5,387.08,254.14454545454547
Sófia,9,255.06,255.66,255.3457142857143
Turku,2,256.97,256.99,256.97400000000005
Jerez de la Frontera,4,257.33,257.33,257.33
Florença,2,145.27,499.95,258.1
Luqa,9,259.74,259.74,259.74
Calvi,2,259.74,259.76,259.744
Dortmund,7,260.09,260.66,260.375
Dusseldorf,2,156.04,415.61,260.4433333333333
Liubliana,6,260.56,260.67,260.62600000000003
Stavanger,2,261.48,262.09,261.65999999999997
Reiquiavique,9,261.93,261.93,261.93
Dubrovnik,6,227.63,296.06,262.93388888888893
Katovice,4,246.84,376.32,264.0544444444444
Katovice,2,158.43,318.19,264.68666666666667
Aqaba,2,161.54,367.85,264.765
Brive-la-Gaillarde,2,265.77,265.77,265.77
Heraclião,7,207.35,365.09,265.855
Liubliana,8,266.98,267.61,267.165
Zadar,2,267.44,267.55,267.495
Antuérpia,2,269.28,269.87,269.39666666666665
Riade,3,270.37,270.37,270.37
Perugia,4,198.17,297.5,270.6653333333333
Argel,4,271.12,271.23,271.14750000000004
Riga,7,271.12,271.71,271.2675
Roterdão,4,271.12,271.71,271.31666666666666
Bergen,6,272.03,272.63,272.17999999999995
Estrasburgo,2,139.08,435.9,272.2063157894737
Bergen,8,272.63,272.65,272.64
Escópia,8,273.41,274.05,273.5975
Liverpool,5,207.35,411.07,275.42
Malmo,5,275.24,275.89,275.4463636363636
Reiquiavique,2,172.56,378.64,275.6
Túnis,9,153.82,337.77,275.90999999999997
Vigo,2,110.53,400.7,276.34142857142854
Trondheim,2,277.24,277.26,277.25
Salónica,6,277.26,277.7,277.348
Génova,4,267.09,367.52,277.457
Corfú,6,130.51,435.69,277.51375
Corfú,5,173.4,486.25,277.82
Ajácio,2,191.24,332.12,278.05111111111114
Newcastle upon Tyne,4,278.47,279.1,278.789
Ancara,2,278.47,279.1,278.9816666666666
Istambul,4,279.03,279.03,279.03
Heraclião,8,279.08,279.1,279.08666666666664
Oujda,8,279.08,279.1,279.09000000000003
Dalaman,2,278.91,279.57,279.24
Reiquiavique,6,199.87,516.66,279.34142857142854
Dubrovnik,5,281.23,281.23,281.23
Pisa,6,157.77,448.68,286.51352941176475
Tânger,2,124.13,530.52,286.88619047619045
Telavive,6,209.09,404.16,286.99
Erevã,2,284.41,293.71,289.12874999999997
Houmt Souk,5,289.23,289.23,289.23
Chania,6,220.13,331.09,290.84000000000003
Dalaman,3,291.05,291.07,291.0566666666667
Biarritz,2,289.62,298.81,291.9175
Casablanca,4,292.25,293.36,293.14500000000004
Turku,3,293.71,294.22,294.10555555555555
Escópia,1,296.58,296.6,296.58666666666664
Sitia,6,297.08,297.8,297.56
Cidade da Praia,5,297.5,301.64,298.53999999999996
Helsínquia,1,298.69,298.81,298.73
Grenoble,2,297.26,302.89,300.2175
Tromsø,3,300.01,300.65,300.38272727272727
Tirana,4,304.2,304.2,304.2
Thera,7,171.32,570.96,305.2
Hanover,4,216.11,324.42,308.88125
Monastir,6,309.31,310.83,310.08500000000004
Antália,2,291.87,384.4,310.58000000000004
Split,9,310.23,310.77,310.59
Clermont-Ferrand,5,308.55,312.23,310.9871428571428
Podgorica,8,311.15,311.15,311.15
Salónica,8,198.26,426.44,312.35
Régio da Calábria,2,313.39,314.1,313.9683333333333
Sørvágur,9,313.9,314.44,314.32375
Abu Dhabi,2,255.06,443.26,314.7264705882353
Arrecife,2,99.48,388.0,315.50333333333333
Verona,1,315.61,315.61,315.61
Esmirna,2,278.16,339.27,316.3375
Belgrado,1,316.84,316.86,316.84666666666664
Iași,7,318.68,318.71,318.695
Cairo,3,317.07,328.1,319.302
Antuérpia,1,320.52,320.52,320.52
Oujda,5,207.35,434.06,320.7866666666667
Berna,4,321.66,322.37,322.0657142857143
Caen,4,322.03,322.79,322.2525
Argel,7,322.03,322.72,322.38142857142856
Vila do Porto,7,323.5,323.5,323.5
Tromsø,2,318.9,326.07,324.01000000000005
Podgorica,7,293.17,356.44,324.805
Santa Cruz de la Palma,8,325.34,325.48,325.40999999999997
Túnis,7,325.55,325.55,325.55
Helsínquia,4,327.67,327.67,327.67
Túnis,8,328.84,328.84,328.84
Granadilla de Abona,8,329.01,329.01,329.01
Brest,1,329.15,329.15,329.15
Cairo,5,329.37,329.51,329.4633333333333
Cairo,9,329.73,329.76,329.745
Brindisi,6,329.73,330.29,329.969
Tbilisi,3,333.61,334.34,333.975
Vilnius,2,104.64,748.57,336.015
Clermont-Ferrand,9,336.71,338.68,337.554
Skýros,2,338.54,339.27,338.9266666666667
Toulon,7,311.02,395.59,339.4533333333333
Kayseri,3,339.46,339.6,339.50666666666666
Al Hoceima,2,339.87,339.89,339.88
Thera,3,340.38,340.38,340.38
Bremen,7,340.04,340.81,340.66833333333335
Antália,5,340.04,340.81,340.66833333333335
Liubliana,9,340.96,340.96,340.96
Vilnius,6,340.44,341.27,340.99333333333334
Rodes,2,341.3,342.1,341.535
La Seu d'Urgell,2,342.1,342.1,342.1
Ajácio,5,342.63,344.19,343.85
Escíato,8,319.41,475.29,345.8
Préveza,8,312.07,561.83,346.19250000000005
Chania,7,345.88,346.7,346.28999999999996
Cidade da Praia,4,295.14,399.03,347.085
Antuérpia,4,346.8,347.54,347.14750000000004
Saraievo,4,332.12,489.84,347.29857142857145
Hurghada,2,346.94,347.54,347.34
Oostende,2,347.72,348.54,347.96000000000004
Bodrum,2,347.39,348.18,348.02833333333336
Ancona,6,336.71,470.54,348.24583333333334
Miami,1,348.31,348.31,348.31
Trondheim,5,348.54,348.54,348.54
Santa Cruz de la Palma,1,349.08,349.1,349.084
Sitia,7,349.55,350.38,349.96500000000003
Nova Iorque,9,248.74,402.71,350.1542857142857
Antália,6,268.82,423.58,350.58000000000004
Quimper,3,347.72,354.97,350.9555555555556
Pula,7,350.15,356.12,353.16700000000003
Houmt Souk,9,202.63,429.46,353.84999999999997
Liubliana,2,285.08,411.99,354.114
Rodes,8,354.14,354.29,354.23
Olbia,9,160.56,646.57,354.696
Saraievo,8,355.21,355.21,355.21
Burgas,6,357.5,358.89,358.28181818181815
Pafos,5,239.46,833.97,358.402
Cidade da Praia,3,355.06,370.26,359.3514285714286
Lárnaca,5,350.47,377.23,359.39000000000004
Toronto,4,359.57,359.57,359.57
Heraclião,5,249.55,477.18,363.365
Rabate,2,196.34,880.07,365.3795
Figari,2,366.07,366.93,366.5
Escópia,5,372.49,373.37,373.01800000000003
Espargos,4,373.41,374.29,373.85
Umeå,1,375.24,376.13,375.685
Salzburgo,2,99.26,572.8,377.3272222222222
Ängelholm,9,376.8,377.66,377.49666666666667
Toronto,5,378.15,378.8,378.5833333333333
Budapeste,7,380.39,380.39,380.39
Plovdiv,1,203.76,727.42,380.44124999999997
Oujda,7,380.9,381.56,381.4175
Toronto,2,370.26,427.71,381.51307692307694
Miami,2,353.06,402.79,382.39916666666664
Chania,8,384.1,384.1,384.1
Antália,4,385.07,385.07,385.07
Telavive,8,387.16,387.76,387.46000000000004
Lisboa,6,387.76,387.76,387.76
Luleå,2,387.33,388.68,388.0009090909091
Narvik,2,387.83,388.68,388.17
Riade,2,283.61,577.52,388.53214285714284
Esmirna,5,390.59,390.59,390.59
Argel,8,390.59,391.44,391.015
Cidade da Praia,2,391.76,391.76,391.76
Zadar,8,312.99,752.08,393.95285714285717
Calamata,4,394.51,395.35,394.95444444444445
Hurghada,3,337.43,412.91,399.8733333333334
Toronto,3,367.77,433.96,403.0783333333333
Nova Iorque,11,402.54,403.71,403.4175
Tallin,4,403.45,403.63,403.53999999999996
Nova Iorque,3,376.04,412.91,403.6614285714286
Montreal,3,398.81,424.04,405.125
Nova Iorque,5,400.18,410.28,405.23
Newark,11,403.71,408.97,406.53375
Nova Iorque,4,407.13,407.13,407.13
Velas,4,408.05,408.05,408.05
Newark,9,407.52,409.14,408.275
Génova,1,408.94,408.94,408.94
Cairo,2,359.57,548.87,409.448
Kayseri,6,375.88,431.03,409.71133333333336
Varna,1,409.89,409.89,409.89
Newark,5,410.11,410.28,410.22333333333336
Beirute,2,410.78,410.82,410.7933333333333
Newark,2,411.71,411.71,411.71
Rijeka,8,411.71,411.74,411.725
Newark,4,407.13,419.07,413.1
Nova Iorque,2,408.22,425.52,415.9
Pafos,9,418.36,419.35,418.855
Newark,3,411.19,447.63,419.42857142857144
Trondheim,6,419.08,419.99,419.44375
Ancona,4,420.0,420.92,420.69
Toronto,6,421.87,423.58,422.7471428571429
Antália,8,422.75,422.93,422.87000000000006
Dubai,9,425.78,425.78,425.78
Nevşehir,3,427.54,427.71,427.59666666666664
Nova Iorque,6,428.32,431.08,430.508
Kayseri,2,395.18,462.59,432.7811111111111
Cancún,3,432.86,433.81,433.33500000000004
